@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:eIssn,prism:issueIdentifier,pubmed-id
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85135765999'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85135765999?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135765999&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85135765999&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0176268021001385'}]",https://api.elsevier.com/content/abstract/scopus_id/85135765999,SCOPUS_ID:85135765999,2-s2.0-85135765999,Can gender quotas break the glass ceiling? Evidence from Italian municipal elections,Spaziani S.,European Journal of Political Economy,01762680,75,,2022-12-01,December 2022,10.1016/j.ejpoleco.2021.102171,S0176268021001385,2,"[{'@_fa': 'true', 'affilname': 'Brown University', 'affiliation-city': 'Providence', 'affiliation-country': 'United States'}]",Journal,ar,Article,102171,64461,0,False,,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85135617264'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85135617264?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135617264&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85135617264&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85135617264,SCOPUS_ID:85135617264,2-s2.0-85135617264,A MARSHALL PLAN FOR AUSTRALIAN COAL COUNTRY: AN INVESTMENT-LED STRATEGY TO ADDRESS RESOURCE DEPENDENCY AND FIGHT CLIMATE CHANGE,Macneil R.,Journal of Australian Political Economy,01565826,2022,51-66,2022-12-01,WINTER 2022,,,0,"[{'@_fa': 'true', 'affilname': 'The University of Sydney', 'affiliation-city': 'Sydney', 'affiliation-country': 'Australia'}]",Journal,ar,Article,,19300157038,0,False,,,,89,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134773638'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134773638?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134773638&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134773638&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85134773638,SCOPUS_ID:85134773638,2-s2.0-85134773638,"NOT RESOURCE CURSE NOR RESOURCE BENEFIT, BUT ‘RESOURCE NEGATION’? COMMUNITIES AGAINST COAL SEAM GAS ON THE FOSSIL FRONTIER",Goodman J.,Journal of Australian Political Economy,01565826,2022,137-157,2022-12-01,WINTER 2022,,,0,"[{'@_fa': 'true', 'affilname': 'University of Technology Sydney', 'affiliation-city': 'Sydney', 'affiliation-country': 'Australia'}]",Journal,ar,Article,,19300157038,0,False,,,,89,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134754032'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134754032?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134754032&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134754032&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85134754032,SCOPUS_ID:85134754032,2-s2.0-85134754032,A RESOURCE REBELLION: AVOIDING A POLITICAL RESOURCE CURSE DURING THE GOLD RUSH,O’Donnell M.E.,Journal of Australian Political Economy,01565826,2022,32-50,2022-12-01,Winter 2022,,,0,"[{'@_fa': 'true', 'affilname': 'Australian Catholic University', 'affiliation-city': 'North Sydney, NSW', 'affiliation-country': 'Australia'}]",Journal,ar,Article,,19300157038,0,False,,,,89,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134736852'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85134736852?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134736852&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134736852&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85134736852,SCOPUS_ID:85134736852,2-s2.0-85134736852,REVERSING AUSTRALIA’S RESOURCE CURSE? NO SUCH LUCK…,Collins J.,Journal of Australian Political Economy,01565826,2022,7-31,2022-12-01,Winter 2022,,,0,"[{'@_fa': 'true', 'affilname': 'The University of Sydney', 'affiliation-city': 'Sydney', 'affiliation-country': 'Australia'}]",Journal,ar,Article,,19300157038,0,False,,,,89,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85131830930'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85131830930?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131830930&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131830930&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0176268022000374'}]",https://api.elsevier.com/content/abstract/scopus_id/85131830930,SCOPUS_ID:85131830930,2-s2.0-85131830930,The impact of distance on parochial altruism: An experimental investigation,Boulu-Reshef B.,European Journal of Political Economy,01762680,75,,2022-12-01,December 2022,10.1016/j.ejpoleco.2022.102222,S0176268022000374,0,"[{'@_fa': 'true', 'affilname': ""Université d'Orléans"", 'affiliation-city': 'Orleans', 'affiliation-country': 'France'}]",Journal,ar,Article,102222,64461,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85130443214'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85130443214?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130443214&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130443214&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0176268022000398'}]",https://api.elsevier.com/content/abstract/scopus_id/85130443214,SCOPUS_ID:85130443214,2-s2.0-85130443214,Local norms describing the role of the state and the private provision of training,Kuhn A.,European Journal of Political Economy,01762680,75,,2022-12-01,December 2022,10.1016/j.ejpoleco.2022.102226,S0176268022000398,1,"[{'@_fa': 'true', 'affilname': 'University of Bern', 'affiliation-city': 'Bern', 'affiliation-country': 'Switzerland'}, {'@_fa': 'true', 'affilname': 'Swiss Federal University for Vocational Education and Training', 'affiliation-city': None, 'affiliation-country': 'Switzerland'}, {'@_fa': 'true', 'affilname': 'IZA', 'affiliation-city': 'Dusseldorf', 'affiliation-country': 'Germany'}]",Journal,ar,Article,102226,64461,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85130313799'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85130313799?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130313799&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130313799&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0176268022000349'}]",https://api.elsevier.com/content/abstract/scopus_id/85130313799,SCOPUS_ID:85130313799,2-s2.0-85130313799,Strategic alliances in a veto game: An experimental study,Kim C.,European Journal of Political Economy,01762680,75,,2022-12-01,December 2022,10.1016/j.ejpoleco.2022.102219,S0176268022000349,0,"[{'@_fa': 'true', 'affilname': 'Yonsei University', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,102219,64461,0,False,,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85129995554'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85129995554?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85129995554&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85129995554&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0176268022000386'}]",https://api.elsevier.com/content/abstract/scopus_id/85129995554,SCOPUS_ID:85129995554,2-s2.0-85129995554,Part-time parliamentarians? Evidence from outside earnings and parliamentary activities,Wochner T.,European Journal of Political Economy,01762680,75,,2022-12-01,December 2022,10.1016/j.ejpoleco.2022.102224,S0176268022000386,0,"[{'@_fa': 'true', 'affilname': 'ifo Institute', 'affiliation-city': 'Munich', 'affiliation-country': 'Germany'}, {'@_fa': 'true', 'affilname': 'Ludwig-Maximilians-Universität München', 'affiliation-city': 'Munich', 'affiliation-country': 'Germany'}]",Journal,ar,Article,102224,64461,0,False,,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85128606019'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85128606019?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85128606019&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85128606019&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85128606019,SCOPUS_ID:85128606019,2-s2.0-85128606019,Vertical Contracts with Endogenous Product Selection: An Empirical Analysis of Vendor Allowance Contracts,Hristakeva S.,Journal of Political Economy,00223808,130,3202-3252,2022-12-01,1 December 2022,10.1086/720631,,0,"[{'@_fa': 'true', 'affilname': 'University of California, Los Angeles', 'affiliation-city': 'Los Angeles', 'affiliation-country': 'United States'}]",Journal,ar,Article,,24404,0,False,,,1537534X,12,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/0023490358'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/0023490358?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0023490358&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0023490358&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/0023490358,SCOPUS_ID:0023490358,2-s2.0-0023490358,Measuring basic wants for state and local public goods: a preference independence transformation approach.,Blackley P.,Review of Economic &amp; Statistics,,69,418-425,1987-01-01,1987,10.2307/1925529,,3,"[{'@_fa': 'true', 'affilname': 'Le Moyne College', 'affiliation-city': 'Syracuse', 'affiliation-country': 'United States'}]",Journal,ar,Article,,33838,0,False,,,,3,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/0020190067'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/0020190067?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0020190067&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0020190067&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/0020190067,SCOPUS_ID:0020190067,2-s2.0-0020190067,"The relations among child quality, family structure, and the value of the mother's time in Malaysia.",Leppel K.,"The Malayan economic review : the journal of the Economic Society of Singapore, the Department of Economics and Statistics and the Economic Research Centre of the University of Singapore",00475599,27,61-70,1982-10-01,October 1982,,,0,,Journal,ar,Article,,38851,0,False,,,,2,12266446
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/0019208296'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/0019208296?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0019208296&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0019208296&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/0019208296,SCOPUS_ID:0019208296,2-s2.0-0019208296,Macro food policy planning: a general equilibrium model for Pakistan.,McCarthy F.,Review of Economic &amp; Statistics,,62,107-121,1980-01-01,1980,10.2307/1924278,,17,,Journal,ar,Article,,33838,0,False,,,,1,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/0018665148'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/0018665148?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0018665148&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0018665148&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/0018665148,SCOPUS_ID:0018665148,2-s2.0-0018665148,Interfuel substitution and the industrial demand of energy: an international comparison.,Pindyck R.,Review of Economic and Statistics,,61,169-179,1979-01-01,1979,,,305,,Journal,ar,Article,,33838,0,False,,,,2,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/0018202009'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/0018202009?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0018202009&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0018202009&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/0018202009,SCOPUS_ID:0018202009,2-s2.0-0018202009,"A note on internal migration and regional growth trends in Peninsular Malaysia, 1957-1970.",Narayanan S.,"The Malayan economic review : the journal of the Economic Society of Singapore, the Department of Economics and Statistics and the Economic Research Centre of the University of Singapore",00475599,23,53-60,1978-12-01,1978,,,1,,Journal,ar,Article,,38851,0,False,,,,2,12262802
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/0017203002'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/0017203002?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0017203002&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0017203002&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/0017203002,SCOPUS_ID:0017203002,2-s2.0-0017203002,On the statistical study of fertility.,Sundrum R.M.,"The Malayan economic review : the journal of the Economic Society of Singapore, the Department of Economics and Statistics and the Economic Research Centre of the University of Singapore",00475599,21,36-48,1976-12-01,1976,,,0,,Journal,ar,Article,,38851,0,False,,,,2,12310921
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/0015404850'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/0015404850?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0015404850&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0015404850&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/0015404850,SCOPUS_ID:0015404850,2-s2.0-0015404850,"A brief study of age specific birth proportions, Japan and Singapore.",Rao V.,"The Malayan economic review : the journal of the Economic Society of Singapore, the Department of Economics and Statistics and the Economic Research Centre of the University of Singapore",00475599,17,16-24,1972-10-01,October 1972,,,0,,Journal,ar,Article,,38851,0,False,,,,2,12334478
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/0015316694'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/0015316694?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0015316694&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0015316694&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/0015316694,SCOPUS_ID:0015316694,2-s2.0-0015316694,A study of Singapore's national family planning programme.,Chang C.,"The Malayan economic review : the journal of the Economic Society of Singapore, the Department of Economics and Statistics and the Economic Research Centre of the University of Singapore",00475599,17,51-77,1972-04-01,April 1972,,,1,,Journal,ar,Article,,38851,0,False,,,,,12335733
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85145240407'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85145240407?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85145240407&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85145240407&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85145240407,SCOPUS_ID:85145240407,2-s2.0-85145240407,Coordinated Capacity Reductions and Public Communication in the Airline Industry,Aryal G.,Review of Economic Studies,00346527,89,3055-3084,2022-11-01,1 November 2022,10.1093/restud/rdab100,,2,"[{'@_fa': 'true', 'affilname': 'University of Virginia', 'affiliation-city': 'Charlottesville', 'affiliation-country': 'United States'}]",Journal,ar,Article,,24202,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",1467937X,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85145231806'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85145231806?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85145231806&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85145231806&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85145231806,SCOPUS_ID:85145231806,2-s2.0-85145231806,The Unavoidability of Low Inflation-Low Output Traps,Kocherlakota N.R.,Review of Economic Studies,00346527,89,3410-3435,2022-11-01,1 November 2022,10.1093/restud/rdac009,,0,"[{'@_fa': 'true', 'affilname': 'University of Rochester', 'affiliation-city': 'Rochester', 'affiliation-country': 'United States'}]",Journal,re,Review,,24202,0,False,,,1467937X,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85145230957'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85145230957?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85145230957&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85145230957&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85145230957,SCOPUS_ID:85145230957,2-s2.0-85145230957,A Theory of Participation in OTC and Centralized Markets,Dugast J.D.S.,Review of Economic Studies,00346527,89,3223-3266,2022-11-01,1 November 2022,10.1093/restud/rdac010,,0,"[{'@_fa': 'true', 'affilname': 'CNRS Centre National de la Recherche Scientifique', 'affiliation-city': 'Paris', 'affiliation-country': 'France'}]",Journal,ar,Article,,24202,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",1467937X,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85145206635'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85145206635?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85145206635&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85145206635&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85145206635,SCOPUS_ID:85145206635,2-s2.0-85145206635,Seawalls and Stilts: A Quantitative Macro Study of Climate Adaptation,Fried S.,Review of Economic Studies,00346527,89,3303-3344,2022-11-01,1 November 2022,10.1093/restud/rdab099,,0,"[{'@_fa': 'true', 'affilname': 'Federal Reserve Bank of San Francisco', 'affiliation-city': 'San Francisco', 'affiliation-country': 'United States'}]",Journal,ar,Article,,24202,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",1467937X,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85145201425'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85145201425?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85145201425&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85145201425&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85145201425,SCOPUS_ID:85145201425,2-s2.0-85145201425,The Welfare Effects of Transportation Infrastructure Improvements,Allen T.,Review of Economic Studies,00346527,89,2911-2957,2022-11-01,1 November 2022,10.1093/restud/rdac001,,2,"[{'@_fa': 'true', 'affilname': 'National Bureau of Economic Research', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United States'}]",Journal,ar,Article,,24202,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",1467937X,6,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85145174423'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85145174423?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85145174423&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85145174423&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85145174423,SCOPUS_ID:85145174423,2-s2.0-85145174423,Welfare and Redistribution in Residential Electricity Markets with Solar Power,Feger F.,Review of Economic Studies,00346527,89,3267-3302,2022-11-01,1 November 2022,10.1093/restud/rdac005,,1,"[{'@_fa': 'true', 'affilname': 'University of Bern', 'affiliation-city': 'Bern', 'affiliation-country': 'Switzerland'}]",Journal,ar,Article,,24202,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",1467937X,6,
